utt,y
what is the phone number ?,1
i need a restaurant that serves [value_food] food .,3
i do not have a preference .,3
what is the other [value_food] restaurant in the [value_pricerange] price range ?,0
what is the address and price range ?,1
what is the food type they are good at ?,1
i would like a restaurant that serves world food,3
what is the phone number and address ?,1
thank you goodbye .,2
[value_count] in the [value_area] part of town,3
and serves irish style food please,3
[value_food] food in the [value_area] part of town would be good .,3
it does not matter .,3
may i have the phone number ?,1
what is the address ?,1
thank you goodbye .,2
"thank you , goodbye .",2
"hello , i am looking for a [value_pricerange] -ly priced restaurant that serves fusion food .",3
i do not care .,3
"bummer . how about some reasonably priced [value_food] food , then ?",4
what is the phone number of [value_count] of them ?,1
what is the food type of that restaurant ?,1
"thank you , goodbye .",2
"that will be all , thank you !",2
i am looking for a restaurant that serves [value_food] food,3
what is the address ?,1
i want to find a [value_pricerange] restaurant serving hungarian food .,3
i do not care about the area as long as it is hungarian food and [value_pricerange] .,3
"yes , how about a restaurant that serves [value_food] food ?",3
"that s it , thank you , goodbye",2
i would like an [value_pricerange] restaurant in the [value_area] part of town,3
sounds great . what is their phone number ?,1
thank you goodbye .,2
bye bye .,2
i need a place to eat in the [value_area] area of the city .,3
i do not care .,3
in the [value_pricerange] price range .,3
what is the phone number and address ?,1
"yes , what is the address of [restaurant_name] ?",1
"thank you , goodbye .",2
i am looking for something serving christmas food .,3
how about a [value_pricerange] -ly priced [value_food] restaurant ?,3
"ok , what s the phone number ?",1
is there anything else ?,0
thanks ! you too !,2
what is good in the [value_area] part of town,1
i do not care what type of food it is .,1
"yes , under $ [value_price] per entree .",3
i am looking for a [value_pricerange] restaurant that serves polish food .,3
"yes , please .",3
what type of food do they serve and may i have their address ?,1
that is all thank you .,2
"i am looking for a restaurant serving [value_food] food , please .",3
please give me a [value_pricerange] -ly priced restaurant serving brazilian food,3
could you recommend an [value_food] restaurant in the same price range ?,0
"no , i do not care .",3
that sounds good . what is the address and phone number ?,1
is there any other [value_food] restaurant -s in the same price range ?,0
"thank you for all your help , and have a nice evening .",2
"hello , i am looking for an [value_pricerange] restaurant located in the [value_area] part of town .",3
i do not care,3
are there any other options ?,0
"yes , please give me the phone number , address , and postcode .",1
what is the postcode again ?,1
"thank you , goodbye",2
"i would like a [value_food] restaurant in the [value_area] part of town , please .",3
"phone number and address , please .",1
thank you goodbye .,2
i am looking for a place serving [value_food] food somewhere in town .,3
"i do not have a preference , please make a suggestion .",3
i will go to [restaurant_name] . what is their phone number ?,1
thank you goodbye .,2
i would like an [value_pricerange] restaurant in the [value_area] part of town,3
"yes , and could you also give me their phone number ?",1
thank you goodbye .,2
"i want to know their address , phone number , and type of food , please",1
"thank you , that is all i needed to know . have a good night .",2
"hey , i am up [value_area] can you give me a place to eat ?",7
do not care .,3
can i have the address and telephone number ?,1
that will be fine .,3
i am looking for a restaurant that serves [value_food] food . i do not care about the price range .,3
"yes , what is their address and phone number ?",1
[value_area] part of town restaurant please,3
[value_food],3
i do not care .,3
"yes , and i need [value_count] of their names please .",3
"thank you , goodbye",2
i am looking for an austrian restaurant .,3
[value_area] .,3
how about [value_food] food ?,4
[value_area] part of town,3
"thank you , goodbye .",2
goodbye .,2
i am looking for a [value_pricerange] restaurant that serves scandinavian food,3
are there any [value_pricerange] restaurant -s that serve [value_food] food ?,3
"it really does not matter , but i suppose the [value_area] . can i get the address and phone number please ?",1
thank you for your help .,2
can you please recommend an inexpensive restaurant in the [value_area] part of town ?,3
what is the phone number and postcode ?,1
how about any area ?,3
what is the address and price range ?,1
"no thank you , goodbye .",2
i want to find a restaurant in any area and serves [value_food] food . what is the phone number and address ?,1
"thanks , goodbye .",2
goodbye,2
[value_pricerange] [value_food] restaurant please,3
what is the phone number and postcode ?,1
thank you goodbye .,2
"thank you , goodbye .",2
i want to find a restaurant in the [value_area] part of town and serves [value_food] food .,3
are there any [value_food] restaurant -s in that part of town ?,3
"yes , the address and phone number please .",1
thank you . goodbye,2
"hello , i am looking for an [value_pricerange] restaurant on the [value_area] side of town .",3
thank you,2
which part of town it is in ?,7
"no , that was it . bye bye .",2
hello . i want a [value_pricerange] barbeque restaurant .,3
are there any [value_pricerange] [value_food] restaurant -s ?,3
i do not care .,3
yes please,3
"thank you , goodbye .",2
hello i would like to find a restaurant in the [value_area] part of the city that costs a [value_pricerange] amount .,3
yes and the address .,1
"i would like an [value_pricerange] romanian restaurant , please .",3
how about [value_food] food ?,4
what area is this in ?,1
can i have the address please,1
i do not care . can you give me [value_count] of the address ?,1
i do not care about the price range .,3
"hello , i am looking for a [value_food] restaurant in the [value_area] of town .",3
what is the address and phone number ?,1
thank you . goodbye .,2
a [value_pricerange] priced irish food restaurant .,3
"yes , could you please check whether there is a [value_food] ?",7
i would like the address and phone number of the [value_count] in the [value_area] part of town .,1
can i have the address and phone number of a [value_food] in the [value_area] of town ?,1
thank you goodbye .,2
i would like to find a [value_pricerange] restaurant that serves tuscan food,3
bummer . could you help me find some [value_pricerange] [value_food] food then ?,3
"sounds great , what is their phone number and address ?",1
how about [value_food] ?,4
"no that is all , thank you very much . goodbye .",2
i am looking for a restaurant in the [value_pricerange] price range that serves [value_food] food .,3
[value_food] food,3
may i have the phone number ?,1
no . thank you .,2
i am looking for a [value_pricerange] restaurant serving [value_food] food .,3
yes please . i want the address and phone number of anyone of them .,1
"thank you , goodbye",2
i want to find an [value_pricerange] restaurant in the [value_area] part of town .,3
"i do not care . i just need to know the address , phone number , and postcode of the venue please .",1
what is the food type of that restaurant ?,1
goodbye,2
i am looking for a restaurant in the [value_area] part of town that serves brazilian food .,3
how about [value_food] or [value_food] food ?,4
i would like to try [value_food] food in the [value_area] part of town .,3
"i would like their phone number and address , please .",1
thank you goodbye,2
"i want to find a restaurant in the [value_area] part of town . it serves [value_food] food . what is the address , phone number , and postcode ?",1
thank you goodbye .,2
hi . i am trying to find a restaurant that serves venetian food . i would like to stay in the [value_area] part of town . can you find me a phone number ?,1
"awesome , thank you ! that s all i needed to know . have a good evening .",2
"hello , i am looking for a [value_pricerange] -ly priced restaurant in the [value_area] part of town .",3
i do not care .,3
is there anything else available ?,0
"give me the address and postcode of any of them , please .",1
what is the postcode ?,1
that s great . thank you so much,2
i do not care . either [value_count] is fine .,3
could i have the address and phone number please ?,1
no . what is the address and phone number ?,1
"thank you , goodbye",2
i am looking for a [value_pricerange] restaurant,3
is there anything else ?,0
how about that [value_food] restaurant ?,3
thank you for the information . goodbye .,2
i need a restaurant that serves [value_food] food please,3
anything in the area would be fine,3
i am looking for something in the [value_pricerange] price range .,3
i need the address of a restaurant that serves [value_food] food .,1
please find me a restaurant in the [value_area] part of town .,3
how about [value_food] food ?,4
what is price range ?,1
i am looking for a restaurant in the [value_area] part of town serving persian food .,3
are there [value_food] restaurant -s in the [value_area] part of town ?,3
please provide a phone number for [value_count] of the restaurant -s .,1
can i have the phone number to [value_count] more restarant please ?,1
"no , thank you . that is good . goodbye .",2
what is a [value_pricerange] restaurant in the [value_area] part of town ?,1
"is there anything else ? if not , [value_food] .",0
"yes , can you give me the address ?",1
"no , thank you .",2
"i need the phone number to a restaurant located in the [value_area] part of town that is [value_pricerange] -ly priced , thank you",1
can you recommend me a [value_pricerange] -ly priced restaurant in the [value_area] part of town ?,3
i do not care what kind of food .,1
what is the address and phone number of the [restaurant_name] ?,1
"thank you , goodbye .",2
i want to find an [value_pricerange] restaurant serving christmas food .,3
no specific area .,3
are there [value_food] types of restaurant -s ?,3
phone number and address of [restaurant_name] please,1
"thank you , goodbye .",2
"hi , could you tell me the phone number and address of the nearest [value_food] restaurant ?",1
"thank you , goodbye .",2
i am looking for a steakhouse restaurant in the [value_area] part of town .,3
any price range will be fine .,3
i really need something in the [value_area] part of town . how about [value_food] food ?,4
"sounds great , what is their address and phone number ?",1
"thank you , goodbye .",2
i am looking for a restaurant that serves swiss food .,3
how about [value_food] food ?,4
what is the price range ?,1
i am trying to find a [value_pricerange] -ly priced restaurant in the [value_area] part of town . can you recommend [value_count] to me ?,3
can you suggest me some [value_food] ones ?,3
"thank you , can you please give me the address and phone number ?",2
"thank you , goodbye",2
could you find me a welsh restaurant in the [value_pricerange] price range ?,3
how about [value_food] type of food ?,4
what is their address and phone number ?,1
ok thank you for your help !,2
i am looking for a [value_pricerange] -ly priced restaurant in the [value_area] part of town .,3
i have no preference . can i get the phone number and address of [value_count] ?,1
"no , thank you . that is all i needed .",2
i am trying to find a restaurant that serves crossover food . can you recommend anything ?,3
any where really .,3
i am looking for something in the [value_pricerange] price range .,3
can i get an [value_food] restaurant ? address and phone number please .,1
"thank you , goodbye",2
is that in the [value_area] part of town ?,1
thank you goodbye .,2
"that s all i need to know , then . goodbye .",2
i would like information about a restaurant in [value_area] that serves english food .,1
how about [value_food] food ?,4
[value_pricerange] price range,3
"yes , i would like to know the address please",1
"thank you , goodbye .",2
i would like to find an [value_pricerange] restaurant in the [value_area] part of town .,3
thank you very much !,2
i am looking for an [value_pricerange] restaurant that is in the [value_area] part of town .,3
goodbye .,2
i want to find a restaurant in the [value_area] part of town and serves australasian food .,3
how about [value_food] type of food ?,4
what is their address and phone number ?,1
"thank you , goodbye",2
looking for a [value_pricerange] restaurant .,3
do you have brazilian or [value_food] ?,7
what is the address ?,1
i am looking for a restaurant that is in the [value_pricerange] price range and in the [value_area] part of town .,3
can i have the phone and address ?,1
i want to find a [value_pricerange] restaurant serving [value_food] food . what is the address and phone number ?,1
no that does not matter,3
what is the food type of that restaurant ?,1
thank you . i'll check it out .,2
i am trying to find a [value_pricerange] -ly priced restaurant in the [value_area] part of town .,3
"is there anything else ? if so , please give the address and the phone number .",0
nothing else . thank you . goodbye,2
i want a danish restaurant in the [value_area] .,3
how about an [value_food] restaurant in the [value_area] ?,3
phone number and postcode,1
"thank you , goodbye .",2
are there any eritrean restaurant -s in town ?,3
how about [value_food] food ?,4
i would like the [value_area] part of town .,3
"could i get the address , phone number , and postcode of [restaurant_name] ?",1
thank you . that is all the information i needed . bye bye !,2
i want to find a restaurant in the [value_area] part of town and serves barbeque food . if not then how about [value_food] food ?,3
i want the most [value_pricerange] [value_count] available .,3
what is the address ?,1
"hello , i am looking for a [value_pricerange] -ly priced restaurant on the [value_area] side of town .",3
is there anything else ? can i have the address and phone number please ?,0
what is the address and phone number ?,1
thank you goodbye .,2
i am looking a place serving [value_food] in the [value_pricerange] price range .,3
most definitely .,3
"hello , i am looking for a restaurant in the [value_area] of town that serves indonesian food .",3
"oh , well how about [value_food] food then ? also in the [value_area] of town please .",3
i do not care .,3
may i have the phone number and postcode ?,1
"no , that s all i need , thank you very much .",2
thank you goodbye .,2
are there any [value_pricerange] restaurant -s in the [value_area] part of town ?,3
i do not have a preference .,3
please give me the address and phone number for [restaurant_name] .,1
"no , thank you . goodbye .",2
i am looking for a restaurant with vegetarian food .,3
any area of town would be fine .,3
"[value_food] , please .",3
"thank you , goodbye",2
not really wanting [value_food] today . anything else ?,0
thank you . goodbye !,2
i would like a [value_pricerange] -ly priced restaurant in the [value_area] part of town .,3
i do not have a preference . either [value_count] is fine .,3
"yes please . can i have the address , phone number and postcode ?",1
"no , thank you .",2
i would like an [value_pricerange] restaurant in the [value_area] part of town,3
is there anything else ?,0
no . this is it . thank you so much,2
"hello , i am looking for a [value_pricerange] -ly priced restaurant on the [value_area] side of town .",3
"yes , i am looking for a [value_pricerange] -ly priced restaurant in the [value_area] part of town .",3
okay . what is their phone number ?,1
thank you . goodbye .,2
"yes , please . i will take the phone number and address for [restaurant_name] in the [value_area] area .",1
thank you goodbye .,2
may i have the address and phone number of the [value_food] restaurant ?,1
thank you goodbye .,2
"caribbean food in the [value_area] part of town . if no such place , [value_food] .",3
great ! did you find any [value_food] restaurant -s in the [value_area] part of town ?,3
no .,3
thank you goodbye .,2
i am looking for a [value_pricerange] restaurant with [value_food] food .,3
[value_area] part of town .,3
"yes , what is their phone number and address ?",1
excellent . thanks a lot . i think that s everything i need .,2
what is the address ?,1
i do not have a preference as long as it s [value_pricerange] -ly priced and in the [value_area] part of town .,3
i am looking for a [value_pricerange] restaurant in the [value_area] part of town . i would also like the restaurant s phone number .,1
[value_food] sounds good . could i have the phone number for tanh binh ?,1
i would like a restaurant in the [value_area] part of town that serves [value_food] food,3
"yes , please along with the phone number and the post code . thanks .",2
"wonderful , thank you .",2
can you direct me towards a [value_pricerange] -ly priced restaurant serving fusion food ?,3
"[value_food] , then .",3
[value_pricerange] -ly priced [value_food] food . i will also need the address and postcode .,1
"if they are all [value_pricerange] -ly priced , i do not care . price is more important than location .",3
i would like a restaurant in the [value_area] part of town that serves [value_food] food,3
thank you goodbye .,2
the type of food does not matter to me .,3
is there anything else ?,0
what is the phone number ?,1
i want to have some afghan food .,3
[value_pricerange] price range,3
i do not care,3
"please give me their number , too .",1
what type of food do they serve ?,1
"no thank you , goodbye .",2
could i get the name of a [value_pricerange] -ly priced restaurant on the [value_area] side of town ?,3
"could you get me the address and phone number for the [restaurant_name] , please ?",1
"no , that s it . thank you for your help .",2
"i am looking for a [value_pricerange] -ly priced restaurant in the [value_area] part of town , what do you have available ?",1
please tell me the address and phone number of the [value_food] restaurant,1
im looking for a restaurant in the [value_area] part of town in the [value_pricerange] price range,3
"i am looking for the [value_area] part of town , serving austrian food .",3
how about [value_food] food on the [value_area] part of town ?,4
"yes , i would like their address , phone number and postcode , please .",1
that s all i am looking for . thank you for the information .,2
yes . i would like a [value_pricerange] -ly priced restaurant in the [value_area] part of town .,3
is there any other restaurant ?,0
what is the address ?,1
i am looking for a [value_pricerange] -ly priced restaurant .,3
[value_food] food,3
could you give me the address and phone number of the [value_count] in the [value_area] ?,1
"thank you , goodbye .",2
i want an [value_pricerange] restaurant and serves danish food .,3
thank you ! goodbye !,2
i am looking for a [value_pricerange] -ly priced restaurant in the [value_area] part of town .,3
"yes , and the address and postcode please .",1
perfect . thanks for the information . goodbye .,2
i need a really inexpensive restaurant on the [value_area] side .,3
i do not care .,3
what is the address ?,1
"thank you , goodbye .",2
"hello , i am looking for a [value_pricerange] restaurant that serves german food .",3
"yes , how about [value_food] food ?",4
it does not matter .,3
"i would like the address of [restaurant_name] restaurant , please .",1
"thank you , goodbye .",2
i would like a [value_pricerange] restaurant .,3
i do not care .,3
"actually , i would like [value_count] in [value_area] part of town . is [restaurant_name] in the [value_area] ?",3
"i have no preference , please make a suggestion .",3
what kind of restaurant -s are on the [value_area] side of town ?,1
i would like an [value_food] restaurant .,3
thank you goodbye .,2
i do not care about the price range or area .,3
"ok , how about [value_food] food ?",4
i want [value_pricerange] [value_food] food . i want the address and area of town .,1
what part of town is that in ?,1
i wanted indonesian food if possible . i wanted to [restaurant_name] about [value_pricerange] indonesian food first .,3
i would like an [value_pricerange] restaurant that serves afghan food,3
how about [value_food] food ?,4
could you tell me the phone number of [restaurant_name] ?,1
"yes , i would like the number for [restaurant_name] .",1
which part of town it is in ?,7
can you look for [value_food] restaurant -s then ?,3
"no , thank you .",2
goodbye .,2
"can you help me find a restaurant in the [value_area] that does not cost a lot of money . in fact , i need [value_count] that s quite inexpensive .",3
yes what is there address,1
thank you goodbye .,2
how about [value_food] food instead ?,4
"that sounds good . may i have their address and postcode , please ?",1
thank you goodbye .,2
i would like to find a restaurant that serves [value_food] food .,3
"thank you , this is great .",2
i want to find an [value_pricerange] restaurant in the [value_area] part of town . what is the address ?,1
"no , thank you .",2
goodbye .,2
i want to find a [value_pricerange] restaurant serving [value_food] food . what is the address and postcode ?,1
"thank you , goodbye .",2
i would like a [value_pricerange] -ly priced restaurant in the [value_area] part of town,3
is there anything else in the [value_pricerange] price range on the [value_area] part of town ?,0
"no , thank you . that s all i need .",2
"hello , i am looking for a [value_pricerange] -ly priced restaurant on the [value_area] side of town .",3
what is there phone number ?,1
is there anything else i can help you with,0
"yes , that is all i needed to know . thank you .",2
please recommend me an [value_pricerange] restaurant that serves afghan food .,3
[value_food] food ?,7
what is the price range ?,1
"what is the address , phone number , and area ?",1
that'll do . thank you . goodbye .,2
thank you . goodbye .,2
do any serve [value_food] food ?,3
"no , i would like the address and the post code please .",1
"thank you , goodbye .",2
[value_pricerange] -ly priced restaurant in the [value_area] part of town please,3
please give me the address of the [value_food] restaurant .,1
what type of food do they serve ?,1
"thank you , goodbye .",2
i need a [value_area] restaurant with [value_food] food .,3
is there a [value_food] restaurant in the [value_area] part of town ?,3
"no , any price range is fine . i would just like to know the address and price range of [value_count] of the restaurant -s .",1
"yes , may i have the address for restaurant -s in the [value_area] part of town . preferably something [value_pricerange] -ly priced .",1
"that'it . thank you , goodbye",2
hello . i am trying to find an inexpensive restaurant that serves moroccan food . can you help me ?,3
how about [value_food] food ?,4
could i have the phone number please ?,1
"thank you , goodbye .",2
how about a restaurant that serves [value_food] food ?,3
the area does not matter .,3
yes please . and the address as well .,1
i would like a [value_pricerange] restaurant that serves [value_food] food,3
what is the address and phone number ?,1
"hi , i am looking for a basque restaurant in the [value_area] part of town .",3
how about [value_food] ?,4
"i need the address and phone number , please .",1
which part of town it is in ?,7
"no , thanks . i have everything i need . goodbye .",2
i want a restaurant that serves [value_food] cuisine .,3
i would like to know [value_count] of the address and phone number .,1
how about [value_food] ?,4
"great , what is the address and phone number for [restaurant_name] ?",1
i want to find an [value_pricerange] restaurant serving [value_food] food . what is the address and phone number ?,1
what is their address and phone number ?,1
i want to find a [value_pricerange] restaurant in the [value_area] part of town . what is the phone number ?,1
thank you . goodbye .,2
i am looking for the addresses of each of the [value_pricerange] -ly priced restaurant -s in the [value_area] part of town .,1
is there anything else ?,0
no thank you goodbye,2
"hello , i am looking for an [value_pricerange] restaurant that serves cantonese food .",3
yes . an [value_pricerange] [value_food] restaurant would be good .,3
what is the postcode ?,1
thank you goodbye .,2
i am looking for an [value_pricerange] restaurant that serves [value_food] food .,3
is there anything else ?,0
"may i have the address and postcode for [restaurant_name] , then ?",1
thank you goodbye .,2
i am looking for a restaurant in the [value_area] .,3
it does not matter . i am particularly interested in jamaican food .,3
then how about somewhere serving [value_food] food ?,4
yes please . give me the address of the best [value_count] of them .,1
thank you goodbye .,2
i am looking for [value_food] food any where in town .,3
i do not care,3
thank you . goodbye .,2
i am looking for a restaurant that serves catalan food in any price range .,3
it does not matter .,3
"no , i do not care",3
i will try that [value_count] . thank you and goodbye .,2
i am looking for an [value_pricerange] restaurant in the [value_area] part of town . i would like the name and phone number .,1
how about [value_food] food ?,4
i dont care,3
"can i have the address of them , also the price range ?",1
thank you goodbye,2
i would like a restaurant in the [value_area] part of town that serves greek food,3
how about [value_food] food ?,4
"[value_pricerange] , i think .",3
what is the address ?,1
thank you goodbye .,2
goodbye .,2
i want something that s [value_pricerange] -ly priced . any type of food .,3
"i would like the [value_area] part of town , please .",3
thank you goodbye .,2
i need the address and phone number of a restaurant that serves polish .,1
"ok , how about a [value_food] restaurant ? i want address and phone number .",1
"thank you , goodbye .",2
[value_pricerange] price range please,3
are there any other [value_food] restaurant -s in that price range ?,0
"that sounds lovely . may i have the address and phone number , please ?",1
"thank you , goodbye .",2
i am looking for malaysian food .,3
how about [value_food] type of food ?,4
is there anything else ?,0
what its phone number ?,1
"can you give me the phone number of a different , [value_pricerange] restaurant in the [value_area] part of town ?",1
thank you ! goodbye .,2
"no actually , can you suggest me some kosher place -s ?",3
a [value_food] restaurant might be nice .,3
"hello , i am looking for an [value_pricerange] restaurant that serves [value_food] food .",3
great ! can i have their address and phone number ?,1
thank you goodbye .,2
i do not care about the price range . just recommend me a restaurant that serves [value_food] food . i would also like to get the phone number and directions .,1
i do not care about the area . any where .,3
is there a third restaurant ?,3
ok . can you give me the address and phone number for [restaurant_name] ?,1
i want a [value_pricerange] -ly priced restaurant and serves [value_food] food . what is the address and phone number ?,1
thank you goodbye .,2
"hello , i am looking for a [value_pricerange] -ly priced restaurant on the [value_area] part of town .",3
i do not care .,3
"ok , what are they ?",1
could i get the address of [value_count] of them ?,1
"thank you , goodbye .",2
i am looking for a restaurant in the [value_area] side of town .,3
how about a [value_pricerange] -ly priced russian restaurant ? i do not care what part of town it s in .,1
how about [value_food] food ?,4
i would like a [value_pricerange] -ly priced [value_food] restaurant any where in town .,3
what is the phone number ?,1
which part of town it is in ?,7
thank you goodbye .,2
i am looking for a [value_pricerange] -ly priced restaurant that is in the [value_area] part of town .,3
can you give me the address and phone number ?,1
wonderful . thank you for your help .,2
i need a [value_pricerange] restuarant . probably in the [value_area] part of town,3
what kind of food do they serve ?,1
that sounds good . what is their phone number ?,1
can you find me a [value_pricerange] [value_food] restaurant ?,3
thank you . goodbye,2
i am looking for irish food that is [value_pricerange] . i will need their phone number too .,1
i am looking for an [value_pricerange] restaurant in the [value_area] part of town .,3
i would like [value_food] food .,3
"yes , what is their phone number and where are they located at ?",1
thank you goodbye .,2
could you recommend an [value_pricerange] restaurant that serves [value_food] food ?,3
i do not care what part of town the restaurant is in .,1
what is their phone number and post code ?,1
"thank you , goodbye .",2
i would like a restaurant in the [value_area] part of town .,3
"english food , please .",3
how about [value_food] food ?,4
"yes , please . and can you also give me their phone number ?",1
"i need the address , too .",1
thank you goodbye .,2
"i am looking for an [value_pricerange] restaurant that serves [value_food] food . i would like the address and area , please .",1
thank you .,2
"hello , i am looking for a [value_pricerange] -ly priced restaurant on the [value_area] side of town .",3
what is their address ?,1
thank you good bye,2
"hello , i am looking for a restaurant on the [value_area] side of town that serves unusual food .",3
"yes , how about [value_food] food",3
what is the phone number ?,1
"no that is all . thank you , goodbye .",2
"[value_area] american , please . give me their price range and their address and phone number , please .",1
"thank you , goodbye",2
i would like a [value_pricerange] restaurant in the [value_area] part of town,3
can you give me the telephone number of the [value_food] restaurant ?,1
thank you . goodbye .,2
are there ant jamaican restaurant -s in any part of town ?,3
how about [value_food] food instead ?,4
"awesome , thank you !",2
please find me a corsica restaurant .,3
are there any [value_food] restaurant -s ?,3
i do not care,3
"could i have the area , address , and phone number of the [value_pricerange] -ly priced [value_count] please ?",1
thank you goodbye .,2
what is the phone number and address ?,1
bye .,2
i would like an [value_pricerange] restaurant in the [value_area] part of town .,3
[value_food],3
thank you ! that is all i needed to know . good night .,2
"hello , i am looking for a [value_pricerange] -ly priced restaurant that serves [value_food] food .",3
i do not care .,3
can you please give me the address and phone number ?,1
can you find me something [value_pricerange] in the [value_area] part of town ?,3
what is the address ?,1
"thanks , goodbye",2
"hello , i am looking for a restaurant that serves [value_food] food .",3
could you look for [value_food] restaurant -s instead ?,3
"can i get the address and phone number of [restaurant_name] , please ?",1
"thank you , that is all i need . goodbye !",2
what is that [value_food] food place s address ?,1
"no , any part of town is fine .",3
"thank you , goodbye .",2
i am looking for a german restaurant in the [value_area] part of town .,3
how about [value_food] ?,4
what is the phone number of [value_count] of them ?,1
thank you goodbye .,2
can you help me find a russian restaurant ?,3
"yes , what about [value_food] type food ?",4
"if you find a [value_food] restaurant , i would also like the address and phone number .",1
thank you . goodbye .,2
i want a restaurant in the [value_area] part of town .,3
i want a restaurant that is [value_pricerange] -ly priced .,3
"thank you , goodbye .",2
can you find me a restaurant in the [value_area] part of the city ?,3
i do not care .,3
"yes , i would like world food .",3
tell me the address and phone number of [restaurant_name] restaraunt .,1
thank you bye bye,2
i am looking for a restaurant in the [value_area] part of town .,3
i would like christmas food .,3
either [value_count] is fine .,3
i want the address and phone number .,1
i want some [value_food] food .,3
i want a restaurant in the [value_area] and serves [value_food] food ? what is the phone number ?,1
i do not care .,3
what is the phone number ?,1
"no , thank you , that s all i need . thank you and goodbye !",2
[value_food] food,3
thank you and goodbye !,2
is there anything else ? give me the address and postcode please .,0
what is the phone number ?,1
thank you goodbye .,2
i would like a restaurant in the [value_area] part of town that serves [value_food] food,3
"what is their address , number , and price range ?",1
"no , that takes care of it . thank you for your help .",2
[value_food] .,3
what is the phone number ?,1
i would like a restaurant in the [value_area] part of town that serves indonesian food,3
how about a [value_food] restaurant in the [value_area] ?,3
i am sorry i meant a [value_food] restaurant in the [value_area] . any price range is ok .,3
"thank you , goodbye .",2
i dont want it . show me another [value_count] .,0
what is the address please ?,1
"thanks . could i get the phone number , too ?",2
i am looking for a [value_pricerange] -ly priced restaurant in the [value_area] part of town .,3
is there anything else you would recommend ? can i have the address and type of food for it ?,0
yes . what other restaurant -s did you find ?,0
can i have the address of [restaurant_name] .,1
thank you goodbye,2
may i have information for an [value_food] restaurant in the [value_area] part of town ?,1
what is their address please ?,1
"thank you , goodbye .",2
i would like an [value_pricerange] restaurant that serves vegetarian food,3
a restaurant that serves [value_food] food will be fine .,3
could you tell me the phone number of [restaurant_name] ?,1
thank you goodbye .,2
"hi , i want a [value_pricerange] -ly priced restaurant located in the [value_area] part of town .",3
address and postcode please,1
"no , thank you , goodbye .",2
"hello , i am looking for an [value_pricerange] restaurant that serves fusion food .",3
what is the address and phone number of [value_count] of them ?,1
please suggest me a venetian restaurant in the [value_pricerange] price range .,3
"can you recommend a restaurant that serves [value_food] food ? not too [value_pricerange] , please .",3
can you please give me their address and phone number,1
a [value_food] restaurant in the [value_area] part of town . please give me address and phone number .,1
thank you goodbye .,2
any,3
are there any other options ?,0
that sounds great . may i have their address please ?,1
"thank you very much , bye bye",2
i am looking for a restaurant in the [value_area] part of town that serves welsh food .,3
[value_food],3
that would be great thanks !,2
i am looking for a restaurant in the [value_area] part of town that is in the [value_pricerange] price range .,3
i do not care . any type of food will be fine .,3
[restaurant_name] sounds good . thanks .,3
i want to find a [value_pricerange] restaurant in the [value_area] part of town .,3
any type of restaurant will be fine .,3
"i want to visit an [value_pricerange] restaurant in the [value_area] part of town . i need the address , phone number , and type of food .",1
[value_food] will be fine . could i have the address and phone please ?,1
thank you . goodbye .,2
please suggest me some [value_pricerange] -ly priced restaurant in the [value_area] .,3
[value_food] food,3
is there anything else ?,0
"can i get the address , phone number and postcode , please ?",1
"thank you , goodbye",2
hi . i am looking for a [value_pricerange] -ly priced restaurant .,3
i need something that s in the [value_area] part of town .,3
what is the phone number ?,1
i want a [value_pricerange] restaurant in the [value_area] part of town . what is the address and postcode ?,1
"thank you , goodbye .",2
"hello , i am looking for a restaurant that serves [value_food] food .",3
"no , any price range is fine . can you recommend [value_count] of the restaurant -s ?",1
"hmm , i do not really like the food there . is there anything else ?",0
"can i get the address and phone number , please ?",1
"hi , i want a [value_food] restaurant in the [value_pricerange] price range .",3
what is the phone number and postcode ?,1
thank you goodbye .,2
bye .,2
i am looking for an [value_pricerange] restaurant in the [value_area] .,3
i do not have any preference .,3
do you have a phone number for them ?,1
[value_food] food,3
"no , just the address please",1
i need the address and postcode of a [value_pricerange] restaurant on the [value_area] side of town .,1
than you .,3
i want to find a [value_pricerange] restaurant in the [value_area] part of town . what is the address and postcode ?,1
"thank you , goodbye .",2
i would like a [value_pricerange] -ly priced restaurant in the [value_area] part of town,3
what type of food do each of them serve ?,1
"yes , what is the address and phone number for [restaurant_name] ?",1
what type of food do they serve ?,1
thank you goodbye .,2
goodbye again .,2
"hi , i am looking for a [value_pricerange] -ly priced restaurant in the [value_area] part of town .",3
"yes . i would like the location and the phone number , please .",1
thank you goodbye .,2
i am looking for a [value_food] restaurant any area will do .,3
can i have its phone number and postcode ?,1
"that will be all , thank you . goodbye .",2
how about [value_food] food ?,4
"thank you , goodbye .",2
is there any place here in the [value_area] that serves corsica food ?,3
any price range will do .,3
can i get the phone number ?,1
thank you . goodbye .,2
"hello , i am looking for a restaurant in the [value_area] of town that serves brazilian food .",3
can you look for [value_food] food ?,3
what is the phone number ?,1
no thank you goodbye,2
how about [value_food] food . give me their address and phone number .,1
it does not matter,3
can i have the phone number please ?,1
i need their address .,1
thank you . goodbye .,2
"hi , i am looking for good [value_food] food on the [value_area] side .",3
thank you goodbye,2
can you recommend a good restaurant in the [value_area] part of town that serves australasian food ?,3
how about [value_food] food instead ?,4
what are the price range -s of the [value_count] available restaurant -s ?,1
