utt,y
i do not care . give me the phone number and postcode .,1
is there a value_food food restaurant ?,3
is there anything else ?,0
"can i get the address and phone number , please ?",1
"thank you , goodbye .",2
"hello , i am looking for a value_food restaurant on the value_area side of town .",3
"please give me restaurant_name s address , phone number , and postcode .",1
thank you goodbye .,2
i would like to find an value_pricerange restaurant in the value_area part of town .,3
"just the phone number is fine , please .",1
"that is all , thank you very much . goodbye .",2
"hello , i am looking for a value_pricerange restaurant that serves value_food food .",3
i do not have a preference .,3
i am looking for an value_pricerange restaurant in the value_area part of town .,3
"no , that s okay . what value_food restaurant -s are there on the value_area side ?",3
what is the phone number for restaurant_name ?,1
"no , i think that s it . thank you for your help .",2
what is the address and phone number of a value_pricerange restaurant in the value_area part of town ?,1
thank you goodbye,2
i would like a value_food food restaurant .,3
i do not care .,3
"yes . i would like their address and phone number , please .",1
and also postcode please ?,1
thank you for your help . goodbye !,2
what is the address and phone number ?,1
thank you goodbye .,2
no further assistance needed . goodbye .,2
i do not care,3
what other options are there ?,0
what is the address and phone number of 1 of them ?,1
"that will do , thank you !",2
i want a restaurant in the value_area part of town and serves value_food food . what is the phone number ?,1
what is the phone number ?,1
"no , that s all i need . thank you and goodbye",2
i do not care,3
yes could you give me the phone number for restaurant_name ?,1
which part of town it is in ?,1
thank you goodbye .,2
hello there ! i am looking for a restaurant that specializes in value_food food .,3
any,3
how about value_food ?,4
yes please and the phone number as well . thank you .,2
excellent . that is all i needed . have a good evening and thank you !,2
i would like a value_pricerange restaurant . what types of food are available with those parameters ?,1
thank you goodbye .,2
i need some value_food food in the value_area part of town .,3
is there an value_food restaurant in the value_area part of town ?,4
i do not care .,3
"yes , please",3
may i also get the postcode of the restaurant ?,1
that will be all . thank you very much !,2
can you give me the address for an value_food restaurant in the value_area part of town ?,1
what is the address and price range ?,1
"thank you , goodbye .",2
i am looking for a value_pricerange restaurant in the value_area .,3
pardon ? is that the name of a restaurant ?,1
what is the address and phone number ?,1
thank you goodbye .,2
"hello . i would like to know if you serve value_food food . if you do , can i please get the address , phone number and postcode of the venue ?",1
thank you ! goodbye !,2
what is the price range ?,1
"thank you , goodbye .",2
"a value_pricerange value_food restaurant , please . if you cannot find 1 , then value_food .",4
okay what is the phone number and postcode of that value_food place ?,4
thank you,2
i would like a value_food restaurant in the value_area of town .,3
how about value_food food in the value_area of town ?,4
"yes , and their address .",1
"thank you , goodbye .",2
i would like inexpensive value_food food .,3
"no , thank you . goodbye .",2
hi . can you please help me find a restaurant that serves food from singapore ? i would like it to be on the value_area side of town if possible .,3
"what is the address , phone number , and postcode ?",1
"thank you , goodbye .",2
im looking for a restaurant in the value_area part of town in the value_pricerange price range,3
"i would settle for value_food . i would prefer value_pricerange -ly priced , actually , and location does not matter .",4
"no , thank you , that is all i need . goodbye !",2
i want a value_pricerange -ly priced restaurant .,3
the value_area part of town .,3
no preference . you choose 1 please .,3
what is the address and phone number ?,1
goodbye,2
how about value_food food ?,4
the price range does not matter . please suggest 1 to me .,3
of course,3
thank you for your help . that s all i need .,2
i am looking for a restaurant in the value_area part of town and is in the value_pricerange price range .,3
i do not have a preference .,3
what is the address ?,1
"no , thank you . that is all i wanted to know . goodbye .",2
any kind . i do not care . also give me the phone number and address .,1
"thank you , goodbye .",2
none of those really interest me do you have anything else ?,0
"no , thank you",2
i need the address of an value_pricerange restaurant in the value_area part of town .,1
i do not have a preference .,3
"thank you , goodbye .",2
i am looking for a restaurant on the value_food side of town .,3
is there anything value_food available ?,4
"no , i think that does it . thank you for the info .",2
goodbye .,2
is there a value_pricerange restaurant in the value_area part of town ?,3
what is the address and phone number of 1 of them ?,1
no that will do thanks .,2
i am looking for a value_pricerange -ly priced restaurant in the value_area part of town . i would also like the address and phone number .,1
thank you,2
what about value_food food ?,4
i do not have a preference .,3
"can i get the phone number and postcode , please ?",1
thank you bye bye,2
"i need the address , phone number and postcode for a value_pricerange -ly priced restaurant serving value_food food .",1
thank you goodbye .,2
i would like a restaurant that serves value_food food,3
value_food might work . are there any of those ?,4
may i have the telephone number ?,1
i am looking for a restaurant in the value_pricerange price range that serves value_food food .,3
i would like to find some value_food food and need to know their address and phone number .,4
thank you !,2
is there another venue ?,0
what is the address and phone number ?,1
"thank you , goodbye .",2
i do not care about the price . thank you goodbye .,2
i do not care .,3
that will be good . could you give me their address ?,1
and also postcode please ?,1
no . that s all i want . thank you,2
i need the phone number and post code of a restaurant in the value_area part of town .,1
value_pricerange -ly priced restaurant .,3
what is the phone number and postcode of restaurant_name ?,1
"thank you , goodbye .",2
i would like a value_food restaurant that s in the value_pricerange price range .,3
how about value_food food ?,4
what is the address and phone number ?,1
"thank you , goodbye",2
"i want a value_pricerange , value_food restaurant please .",3
thank you goodbye .,2
i need the name and phone number for a value_food restaurant on the value_area side of town .,1
no .,3
value_food sounds good .,4
yes please and the address as well .,1
i am looking for a restaurant serving value_food food in any area .,3
well can i get the phone number to a value_food restaurant ?,4
"that s it , goodbye",2
is there a value_pricerange value_food restaurant in town ?,3
how about 1 serving value_food food ?,4
that sounds good . what is their phone number and postcode ?,1
thank you !,2
thank you goodbye .,2
i am looking for a restaurant that serves value_food food and in the value_pricerange price range .,3
do you have some place -s that serve value_food ?,4
can i get the address and phone number ?,1
"okay , perfect . thank you very much .",2
i want to find a restaurant in any area and serves value_food food .,3
what is the phone number ?,1
"no , thank you .",2
"hello , i am looking for a value_pricerange -ly priced restaurant that serves value_food food .",3
how about value_food food ?,4
"yes , please .",3
"nope ! thank you , goodbye .",2
i am looking for a restaurant on the value_area side of town that serves value_food food .,3
how about value_food type of food ?,4
price does not matter . suggest 1 please .,3
"thank you , goodbye !",2
i am looking for an value_pricerange restaurant in the value_area part of town .,3
i would prefer value_food,3
what is the address and phone number ?,1
thank you goodbye .,2
"do not care about price , just looking for value_food food .",3
what is the address and phone number ?,1
"thank you , goodbye .",2
i want a restaurant in the value_area part of town and serves value_food food .,3
"yes . i would like the address , phone number , and price range of the best value_food restaurant there is .",4
that s it . thank you .,2
i am looking for an value_pricerange restaurant that is in the value_area part of town .,3
"no , not that 1 . i would like to know if there s anything else please .",0
i would like to know the address and phone number of restaurant_name and the type of food they serve,1
thanks for the info !,2
can you recommend me a value_pricerange priced restaurant in the value_area part of town ?,3
can i have the address of the value_food restaurant ?,1
"hello , i am looking for a restaurant on the value_area side of town that serves value_food food .",3
how about value_food ?,4
i do not care about price .,3
"yes , i would like their address .",1
what is the food type of that restaurant ?,1
i would like an value_pricerange restaurant in the value_area of town .,3
i do not care .,3
where can i find value_food food ?,3
what is the address ?,1
"no , thank you .",2
i am looking for a nice value_pricerange restaurant in the value_area part of town,3
goodbye .,2
can i have a value_pricerange -ly priced restaurant in the value_area ?,3
i do not care .,3
"thank you , goodbye .",2
is there any where that serves value_food fish and chips value_area here ?,3
i would like something downtown and value_pricerange -ly priced,3
"any area is fine , really . it should be value_pricerange -ly priced however .",3
"value_area , please .",4
"yes , i would like the address and phone number , please .",1
thank you . goodbye .,2
could i have their phone number please and type of cuisine they serve ?,1
i am looking for a value_food restaurant .,3
i do not care .,3
are there any other value_food place -s available ?,0
"that sounds great ! may i have their address and postcode , please ?",1
"hello , i am looking for a restaurant that serves value_food food .",3
how about value_food food ?,4
"address , please .",1
i am looking for the phone number and address of a restaurant that serves value_food food ?,1
i do not care . give me the address and phone number of 1 of them .,1
great ! thank you,2
i want to find a restaurant serving value_food food . i do not care about the price range,3
"yes , value_food food",4
i do not care .,3
can i have the address please ?,1
"thank you , goodbye .",2
goodbye .,2
"hello , i am looking for a value_pricerange restaurant that serves value_food food .",3
how about value_food food ?,4
i do not care .,3
address and phone number please,1
i want something in the value_area part of town with value_food food .,3
are there any value_food restaurant -s in the value_area part of town ?,4
"great , can you please give me its address and phone number ?",1
thank you goodbye .,2
thanks !,2
it does not matter,3
are there any restaurant -s located not in the city value_area but in the value_area part of town ?,4
i need a value_food restaurant,3
value_area part of town .,3
is there an value_food restaurant in the value_area part of town ?,4
i want to find a value_pricerange restaurant in the value_area part of town .,3
are there any other place -s ?,0
sorry what is the food type of that restaurant ?,1
what is the price range ?,1
no thank you . bye bye !,2
i am looking for a value_pricerange restaurant .,3
i dont care,3
"yes , in the value_area part of town please .",3
what is the address and phone number of 1 of them ?,1
is there anything else ?,0
"yes , please .",3
thank you . goodbye .,2
"no preference for food type , thank you .",2
great ! restaurant_name and restaurant_name are both value_pricerange and located in the value_area part of town .,3
"restaurant_name , give me their address please .",1
"no , thank you . goodbye !",2
i would like the address and phone number for 1 of those restaurant -s please .,1
what is the postcode ?,1
what are the address and phone number of 1 of them ?,1
are there any value_food restaurant -s in the value_area part of town ?,3
what is the phone number of restaurant_name ?,1
thank you . goodbye .,2
i am looking for an value_pricerange value_food restaurant .,3
can i get the address of 1 place ?,1
"that s it . thank you , goodbye",2
i would like something value_pricerange -ly priced please .,3
"no , the type of food does not matter .",3
thank you for giving me the information . goodbye .,2
i would like a value_pricerange -ly priced restaurant in the value_area part of town,3
what is the phone number and food of 1 of them ?,1
"thank you , goodbye !",2
is there a value_pricerange priced restaurant ?,3
"yes , in the value_area part of town .",3
what is the address of 1 of them ?,1
"excellent , thanks !",2
"that s it , goodbye",2
"i would like to find a value_food restaurant in any area . i would like the address , phone , and price range .",1
"thank you , goodbye .",2
goodbye .,2
i want to find a value_pricerange restaurant in the value_area part of town .,3
is there anything else ? i also want its phone number .,0
"okay , thank you for that .",2
i am looking for a restaurant in the value_area of town that serves value_food food .,3
"no , that will be all . thanks !",2
i am looking for an value_pricerange restaurant that serves value_food food . please also provide the phone number .,1
how about value_food food ?,4
"yes , could i have their phone number ?",1
thank you ! goodbye !,2
looking for someone that serves value_food food ?,3
how about value_food food ?,4
"what is the address , phone number , and price range of 1 of them ?",1
thank you goodbye .,2
"i want a value_pricerange value_food restaurant . give me their address , phone number , and area , please .",1
"thank you , goodbye",2
i am looking for a value_pricerange priced restaurant in the value_area part of town .,3
may i have the address and phone number ?,1
thank you and goodbye !,2
"thank you , goodbye .",2
"i would like a value_pricerange value_food restaurant , please .",3
i do not care,3
is there any value_pricerange value_food location -s ?,4
"may i get the phone number of thank binh , please ?",1
"no , i believe that it s . thanks for your help .",2
i would like a value_pricerange -ly priced restaurant in the value_area part of town,3
can you give me their address and phone number ?,1
thank you goodbye .,2
"i am looking for and value_pricerange restaurant in the value_area part of town . restaurant_name for address , phone number and type of food .",1
thank you goodbye,2
yes value_pricerange restaurant please,3
may i have the address and phone number please ?,1
"yes , i would like the postcode too please .",1
that is all . thank you .,2
"i would like a value_pricerange -ly price -s restaurant in the value_area part of town . i would like the phone number and postcode , please .",1
i do not care .,3
"hello , i am looking for a restaurant on the value_area side of town that serves value_food food .",3
"ok , how about an value_food restaurant ?",4
"thank you , goodbye",2
is there a restaurant on the value_area side of town ?,3
i do not care .,3
i would like a restaurant serving value_food food in the value_area part of town .,3
how about value_food food ?,4
i need a value_area restaurant with some value_food food .,3
how about value_food ?,4
"phone number and postcode , please .",1
thank you goodbye .,2
thank you goodbye .,2
i need an value_pricerange restaurant,3
i would like value_food food,3
"yes , i would like to have the phone number and postcode please .",1
i am looking for a value_pricerange restaurant in the value_area part of town .,3
i do not have a preference .,3
restaurant_name serves value_food food . it is in the value_area part of town .,3
of course !,3
"no , thank you . that is all .",2
is there any restaurant -s on the value_area part of town ?,3
i want a restaurant serving value_food food ? what is the address and price range ?,1
i would like to find a restaurant in the value_area part of town that serves value_food food .,3
"i would like an value_pricerange restaurant in the value_area part of town , please .",3
i do not have a preference .,3
what is the address ?,1
thank you and goodbye .,2
bye .,2
goodbye .,2
yes . i need the address please .,1
"thank you , goodbye .",2
can i get a value_food restaurant ?,3
how about value_food ?,4
i would like the phone number for a value_pricerange -ly priced value_food restaurant .,4
thank you goodbye .,2
i would like to find a restaurant in the value_area of town that serves value_food food,3
thank you .,2
thank you goodbye .,2
could you find me an value_food restaurant instead ?,4
what is the phone number and area ?,1
thank you . goodbye !,2
i am looking for unusual food in the value_area part of town .,3
what about value_food food ?,3
what is the phone number and postcode ?,1
"thank you , goodbye",2
i am looking for a value_pricerange restaurant in the value_area part of town .,3
what is the address and phone number ?,1
goodbye .,2
i am looking for a restaurant that is value_pricerange and in the value_area part of town .,3
no that is all . thank you !,2
i want a value_pricerange restaurant in the value_area part of town . i need its address and phone number please,1
thank you goodbye .,2
i am looking for an value_pricerange restaurant in the value_area part of town .,3
i do not care .,3
i am looking for a restaurant that serves value_food food and located in the value_area part of town .,3
"what is the address , phone number , and postcode ?",1
"nope , that s all i need , thank you very much !",2
i am looking for a restaurant that is in the value_area part of town and in the value_pricerange price range .,3
hmm . . are there any other options available for value_pricerange in the value_area side ?,0
phone number please,1
what is the postcode ?,1
thank you goodbye .,2
i want something in the value_area that serves value_food food .,3
what is their phone number ?,1
"that s all , thanks !",2
i am looking for a restaurant serving value_food food .,3
it does not matter .,3
can i have an value_food restaurant instead ?,4
"no , that does it . thank you and goodbye !",2
i would like a value_pricerange -ly priced restaurant in the value_area part of town,3
what is the phone number and address of 1 of them ?,1
thank you . goodbye .,2
goodbye !,2
"hello , i am looking for a restaurant that serves value_food food .",3
can i please have the phone number and address ?,1
i want to find a restaurant in any area and servings value_food food .,3
i do not care about the price as long as it s value_food . can you recommend 1 ?,4
"thank you , goodbye .",2
i am looking for a value_pricerange -ly priced restaurant that serves value_food food .,3
value_food food,4
i would like to find an value_pricerange restaurant in the value_area part of town .,3
i dont care .,3
are there any others ?,0
"i would like the phone number and postcode , please .",1
i am looking for a restaurant that serves value_food food and is in the value_pricerange price range .,3
"how about value_food food , please ?",4
that sounds great ! may i have their phone number please ?,1
"okay , thank you for your help !",2
"a value_pricerange -ly priced restaurant in the value_area part of town , please",3
i do not care .,3
yes . i would like their address and phone number please .,1
yes . thank you .,2
i am looking for a value_pricerange restaurant in the value_area part of town .,3
can i have the address and phone number ?,1
"no , thank you goodbye",2
how about value_food food ?,4
"just their address , please .",1
no thank you . goodbye .,2
i am looking for a value_pricerange restaurant in the value_area part of town . could i get the address and phone number please ?,1
"yes , please .",3
is there any value_pricerange restaurant -s in town serving value_food food ?,3
"thank you , i have all i need . goodbye !",2
please give me restaurant_name s address and postcode . please give me restaurant_name s phone number .,1
thank you !,2
goodbye !,2
i want to find an value_pricerange restaurant in the value_area part of town . what is the phone number and type of food ?,1
"ok , thank you .",2
i am looking for an value_pricerange restaurant that serves value_food food .,3
may i have the address and phone number please ?,1
"thank you , goodbye",2
i am also looking for a restaurant serving value_food food .,4
i do not care .,3
"yes , and their address too .",1
"you , too .",3
i would really like to find a value_food restaurant on the value_area side . does that exist ?,1
how about value_food food,4
"no , what is the phone number ?",1
thank you,2
"no , thank you !",2
"i would like the phone number of an value_pricerange restaurant on the value_area side of town , please .",1
is there anything else ?,0
what is there phone number ?,1
"no , thank you . goodbye .",2
i am looking for a restaurant in the value_area part of town that serves value_food food .,3
what about an value_food restaurant ?,4
thank you . goodbye .,2
i need a restaurant that serves value_food food .,3
i do not have a preference .,3
what is the other value_food restaurant in the value_pricerange price range ?,0
what is the address and price range ?,1
what is the food type they are good at ?,1
thank you goodbye .,2
i would like a restaurant that serves value_food food,3
how about value_food food ?,4
what is the phone number and address ?,1
and serves value_food style food please,3
value_food food in the value_area part of town would be good .,4
it does not matter .,3
may i have the phone number ?,1
what is the address ?,1
goodbye,2
do you have the phone number for nirala ?,1
"thank you , goodbye .",2
"hello , i am looking for a value_pricerange -ly priced restaurant that serves value_food food .",3
i do not care .,3
"bummer . how about some reasonably priced value_food food , then ?",4
what is the phone number of 1 of them ?,1
what is the food type of that restaurant ?,1
thank you goodbye .,2
i am looking for an value_pricerange restaurant in the value_area part of town . i also need the address and type of food they serve .,1
i am looking for a restaurant that serves value_food food,3
what is the address ?,1
"no , thank you",2
i want to find a value_pricerange restaurant serving value_food food .,3
i do not care about the area as long as it is value_food food and value_pricerange .,3
"yes , how about a restaurant that serves value_food food ?",4
sounds great . what is their phone number ?,1
thank you goodbye .,2
bye bye .,2
i need a place to eat in the value_area area of the city .,3
in the value_pricerange price range .,3
what is the phone number and address ?,1
no thank you . goodbye .,2
value_area part of town,3
"yes , what is the address of restaurant_name ?",1
"thank you , goodbye .",2
i am looking for something serving value_food food .,3
how about a value_pricerange -ly priced value_food restaurant ?,4
"ok , what s the phone number ?",1
is there anything else ?,0
thanks ! you too !,2
what is good in the value_area part of town,1
i am looking for a value_pricerange restaurant that serves polish food .,3
how about a value_food 1 ?,3
"yes , please .",3
i would like an value_pricerange restaurant in the value_area part of town,3
what type of food do they serve and may i have their address ?,1
that is all thank you .,2
"i am looking for a restaurant serving value_food food , please .",3
please provide address and postcode .,1
"that is all . thank you , goodbye .",2
please give me a value_pricerange -ly priced restaurant serving value_food food,3
"no , i do not care .",3
is there any other value_food restaurant -s in the same price range ?,4
"hello , i am looking for an value_pricerange restaurant located in the value_area part of town .",3
i do not care,3
are there any other options ?,0
"thank you , goodbye",2
"i would like a value_food restaurant in the value_area part of town , please .",3
"phone number and address , please .",1
thank you goodbye .,2
i am looking for a place serving value_food food somewhere in town .,3
"i do not have a preference , please make a suggestion .",3
i will go to restaurant_name . what is their phone number ?,1
thank you goodbye .,2
i would like an value_pricerange restaurant in the value_area part of town,3
it does not matter .,3
"yes , and could you also give me their phone number ?",1
thank you goodbye .,2
hello . i am looking for a value_pricerange restaurant in the value_area part of town .,3
"i want to know their address , phone number , and type of food , please",1
"thank you , that is all i needed to know . have a good night .",2
"hey , i am up value_area can you give me a place to eat ?",3
do not care .,3
can i have the address and telephone number ?,1
that will be fine .,3
i am looking for a restaurant that serves value_food food . i do not care about the price range .,3
thank you !,2
value_area part of town restaurant please,3
i do not care .,3
"yes , and i need 1 of their names please .",3
sound perfect ! what is their phone number ?,1
"thank you , goodbye",2
i am looking for an value_food restaurant .,3
value_area .,3
how about value_food food ?,4
value_area part of town,3
"thank you , goodbye .",2
goodbye .,2
i am looking for a value_pricerange restaurant that serves value_food food,3
are there any value_pricerange restaurant -s that serve value_food food ?,4
thank you for your help .,2
can you please recommend an inexpensive restaurant in the value_area part of town ?,3
what is the phone number and postcode ?,1
i would like a restaurant in the value_area part of town that serves value_food food,3
how about any area ?,3
"no thank you , goodbye .",2
i want to find a restaurant in any area and serves value_food food . what is the phone number and address ?,1
"thanks , goodbye .",2
goodbye,2
value_pricerange value_food restaurant please,3
what is the phone number and postcode ?,1
thank you goodbye .,2
"thank you , goodbye .",2
are there any value_food restaurant -s in that part of town ?,4
"yes , the address and phone number please .",1
thank you . goodbye,2
"hello , i am looking for an value_pricerange restaurant on the value_area side of town .",3
what is the address and phone number for restaurant_name ?,1
thank you,2
which part of town it is in ?,1
"no , that was it . bye bye .",2
hello . i want a value_pricerange value_food restaurant .,3
are there any value_pricerange value_food restaurant -s ?,4
i do not care .,3
yes please,3
"thank you , goodbye .",2
hello i would like to find a restaurant in the value_area part of the city that costs a value_pricerange amount .,3
yes and the address .,1
how about value_food food ?,3
what area is this in ?,1
can i have the address please,1
is there any place that serves bbq value_area here ?,3
i am interested in value_food food .,3
i do not care . can you give me 1 of the address ?,1
i do not care about the price range .,3
"hello , i am looking for a value_food restaurant in the value_area of town .",3
what is the address and phone number ?,1
thank you . goodbye .,2
a value_pricerange priced value_food food restaurant .,3
"yes , could you please check whether there is a value_food ?",4
i would like the address and phone number of the 1 in the value_area part of town .,1
can i have the address and phone number of a value_food in the value_area of town ?,4
bummer . could you help me find some value_pricerange value_food food then ?,4
"sounds great , what is their phone number and address ?",1
how about value_food ?,4
"no that is all , thank you very much . goodbye .",2
i am looking for a restaurant in the value_pricerange price range that serves value_food food .,3
i do not care .,3
value_food food,3
may i have the phone number ?,1
no . thank you .,2
i am looking for a value_pricerange restaurant serving value_food food .,3
i do not care .,3
yes please . i want the address and phone number of anyone of them .,1
"thank you , goodbye",2
i want to find an value_pricerange restaurant in the value_area part of town .,3
what is the food type of that restaurant ?,1
goodbye,2
i am looking for a restaurant in the value_area part of town that serves value_food food .,3
how about value_food or value_food food ?,4
i would like to try value_food food in the value_area part of town .,4
"i would like their phone number and address , please .",1
thank you goodbye,2
"i want to find a restaurant in the value_area part of town . it serves value_food food . what is the address , phone number , and postcode ?",1
thank you goodbye .,2
hi . i am trying to find a restaurant that serves value_food food . i would like to stay in the value_area part of town . can you find me a phone number ?,1
that s okay ! how about value_food food ? could i have the address and phone number of an value_food food restaurant please .,4
"awesome , thank you ! that s all i needed to know . have a good evening .",2
"hello , i am looking for a value_pricerange -ly priced restaurant in the value_area part of town .",3
is there anything else available ?,0
"give me the address and postcode of any of them , please .",1
what is the postcode ?,1
that s great . thank you so much,2
can you recommend a value_pricerange -ly priced restaurant in the value_area part of town ?,3
i do not care . either 1 is fine .,3
i am looking for a restaurant in the value_area of town that serves value_food food .,3
"yes please , is there any restaurant serve value_food food ?",4
no . what is the address and phone number ?,1
"thank you , goodbye",2
i am looking for a value_pricerange restaurant,3
i want somewhere in the value_area .,3
i made a mistake . i am looking for a value_pricerange restaurant in the value_area part of town .,4
is there anything else ?,0
how about that value_food restaurant ?,4
i am looking for something in the value_pricerange price range .,3
i need the address of a restaurant that serves value_food food .,1
thank you .,2
what is price range ?,1
"no , that is it . thank you .",2
i am looking for a restaurant in the value_area part of town serving value_food food .,3
are there value_food restaurant -s in the value_area part of town ?,4
any price range would be fine .,3
please provide a phone number for 1 of the restaurant -s .,1
can i have the phone number to 1 more restarant please ?,1
what is a value_pricerange restaurant in the value_area part of town ?,1
"yes , can you give me the address ?",1
"no , thank you .",2
"thank you , goodbye .",2
"thank you , goodbye .",2
i do not care what kind of food .,1
what is the address and phone number of the restaurant_name ?,1
"thank you , goodbye .",2
i want to find an value_pricerange restaurant serving value_food food .,3
no specific area .,3
are there value_food types of restaurant -s ?,4
phone number and address of restaurant_name please,1
"thank you , goodbye .",2
i am looking for a value_food restaurant in the value_area part of town .,3
any price range will be fine .,3
i really need something in the value_area part of town . how about value_food food ?,4
"sounds great , what is their address and phone number ?",1
"thank you , goodbye .",2
i am looking for a restaurant that serves value_food food .,3
how about value_food food ?,4
could i have the address and phone number please ?,1
what is the food type of that restaurant ?,1
what is the price range ?,1
"thank you , goodbye .",2
can you suggest me some value_food ones ?,3
"thank you , can you please give me the address and phone number ?",1
"thank you , goodbye",2
could you find me a value_food restaurant in the value_pricerange price range ?,3
how about value_food type of food ?,4
any area will be fine .,3
what is their address and phone number ?,1
i am looking for a value_pricerange -ly priced restaurant in the value_area part of town .,3
i have no preference . can i get the phone number and address of 1 ?,1
"no , thank you . that is all i needed .",2
i am trying to find a restaurant that serves value_food food . can you recommend anything ?,3
any where really .,3
i am looking for something in the value_pricerange price range .,3
can i get an value_food restaurant ? address and phone number please .,4
"thank you , goodbye",2
"how about value_food food ? i would like to know the address , phone number , and postcode of the restaurant .",4
is that in the value_area part of town ?,1
thank you goodbye .,2
"that s all i need to know , then . goodbye .",2
i would like information about a restaurant in value_area that serves value_food food .,1
how about value_food food ?,4
value_pricerange price range,3
"yes , i would like to know the address please",1
"thank you , goodbye .",2
i would like to find an value_pricerange restaurant in the value_area part of town .,3
i am looking for an value_pricerange restaurant that is in the value_area part of town .,3
"address and phone number , please",1
ok thank you and goodbye,2
goodbye .,2
i want to find a restaurant in the value_area part of town and serves value_food food .,3
how about value_food type of food ?,4
i would like a restaurant with value_food food please .,3
what is their address and phone number ?,1
"thank you , goodbye",2
do you have value_food or value_food ?,4
what is the address ?,1
"thank you for your help , goodbye .",2
i want to find a value_pricerange restaurant serving value_food food . what is the address and phone number ?,1
no that does not matter,3
thank you . i'll check it out .,2
i am trying to find a value_pricerange -ly priced restaurant in the value_area part of town .,3
"is there anything else ? if so , please give the address and the phone number .",0
nothing else . thank you . goodbye,2
i want a value_food restaurant in the value_area .,3
how about an value_food restaurant in the value_area ?,4
phone number and postcode,1
are there any value_food restaurant -s in town ?,3
how about value_food food ?,4
i would like the value_area part of town .,3
"could i get the address , phone number , and postcode of restaurant_name ?",1
thank you . that is all the information i needed . bye bye !,2
i want to find a restaurant in the value_area part of town and serves value_food food . if not then how about value_food food ?,4
i want the most value_pricerange 1 available .,3
what is the address ?,1
"hello , i am looking for a value_pricerange -ly priced restaurant on the value_area side of town .",3
is there anything else ? can i have the address and phone number please ?,0
are there any other restaurant -s in that price range and part of town ?,0
what is the address and phone number ?,1
thank you goodbye .,2
i am looking a place serving value_food in the value_pricerange price range .,3
most definitely .,3
"no , that is all i need . thank you and goodbye !",2
"hello , i am looking for a restaurant in the value_area of town that serves value_food food .",3
"oh , well how about value_food food then ? also in the value_area of town please .",4
i do not care .,3
may i have the phone number and postcode ?,1
"no , that s all i need , thank you very much .",2
are there any value_pricerange restaurant -s in the value_area part of town ?,3
i do not have a preference .,3
please give me the address and phone number for restaurant_name .,1
"no , thank you . goodbye .",2
any area of town would be fine .,3
how about value_food food ?,4
"value_food , please .",4
no i do not,3
can i have the address and phone number ?,1
"thank you , goodbye",2
i would like a value_pricerange -ly priced restaurant in the value_area part of town,3
could i have the address and phone number for the value_food restaurant ?,4
thank you . goodbye !,2
i would like a value_pricerange -ly priced restaurant in the value_area part of town .,3
"yes please . can i have the address , phone number and postcode ?",1
i would like an value_pricerange restaurant in the value_area part of town,3
is there anything else ?,0
i need the address .,1
no . this is it . thank you so much,2
"i do not want restaurant_name , is there anything else ?",0
okay . what is their phone number ?,1
thank you . goodbye .,2
i am looking for a restaurant that serves value_food food,3
"value_food , please .",4
"yes , please . i will take the phone number and address for restaurant_name in the value_area area .",1
thank you goodbye .,2
may i have the address and phone number of the value_food restaurant ?,1
thank you goodbye .,2
"value_food food in the value_area part of town . if no such place , value_food .",4
no .,3
"yes , i would like the address and phone number please .",1
thank you goodbye .,2
i am looking for a value_pricerange restaurant with value_food food .,3
value_area part of town .,3
"yes , what is their phone number and address ?",1
i would like a value_pricerange -ly priced restaurant in the value_area part of town,3
"no , the value_area part of town",4
what is the address ?,1
i do not have a preference as long as it s value_pricerange -ly priced and in the value_area part of town .,4
i am looking for a value_pricerange restaurant in the value_area part of town . i would also like the restaurant s phone number .,1
"thank you , goodbye",2
"yes , please along with the phone number and the post code . thanks .",2
"wonderful , thank you .",2
can you direct me towards a value_pricerange -ly priced restaurant serving value_food food ?,3
"if they are all value_pricerange -ly priced , i do not care . price is more important than location .",3
thank you goodbye .,2
i would like a restaurant in the value_area part of town that serves value_food food,3
thank you goodbye .,2
can you recommend a restaurant to me in the value_area part of town ? i do not want to spend a lot of money .,3
is there anything else ?,0
what is the phone number ?,1
that will be good . thank you !,2
i want to have some value_food food .,3
is there any value_food restaurant -s in the area ?,4
value_pricerange price range,3
"please give me their number , too .",1
what type of food do they serve ?,1
"no thank you , goodbye .",2
could i get the name of a value_pricerange -ly priced restaurant on the value_area side of town ?,3
"could you get me the address and phone number for the restaurant_name , please ?",1
"no , that s it . thank you for your help .",2
please tell me the address and phone number of the value_food restaurant,1
"i am looking for the value_area part of town , serving value_food food .",4
how about value_food food on the value_area part of town ?,4
"yes , i would like their address , phone number and postcode , please .",1
that s all i am looking for . thank you for the information .,2
yes . i would like a value_pricerange -ly priced restaurant in the value_area part of town .,3
is there any other restaurant ?,0
what is the address ?,1
i am looking for a value_pricerange -ly priced restaurant .,3
value_food food,3
could you give me the address and phone number of the 1 in the value_area ?,1
"thank you , goodbye .",2
i want an value_pricerange restaurant and serves value_food food .,3
value_food,4
what is the phone number and area ?,1
thank you ! goodbye !,2
i am looking for a value_pricerange -ly priced restaurant in the value_area part of town .,3
"yes , and the address and postcode please .",1
perfect . thanks for the information . goodbye .,2
i need a really inexpensive restaurant on the value_area side .,3
i do not care .,3
what is the address ?,1
how about their postcode ?,1
"thank you , goodbye .",2
it does not matter .,3
"i would like the address of restaurant_name restaurant , please .",1
"thank you , goodbye .",2
